,Cocktail Name,Recipe,Ingredients,Proportions
779,Sazerac,"1 twist of Lemon peel, 2 oz Bourbon, 1 tsp Water, 2 dashes Peychaud bitters, 1/2 tsp superfine Sugar, 1 tsp Ricard","Lemon peel, Bourbon, Water, Peychaud bitters, Sugar, Ricard","1 twist of , 2 oz , 1 tsp , 2 dashes , 1/2 tsp superfine , 1 tsp "
780,Sidecar,"1 oz Lemon juice, 1/2 oz Cointreau, 2 oz Cognac","Lemon juice, Cointreau, Cognac","1 oz , 1/2 oz , 2 oz "
781,Snowday,"Garnish withOrange Peel, DashAngostura Bitters, 1 tspBlood Orange, 1 ozRuby Port, 1 ozAmaro Montenegro, 1 ozVodka","Orange Peel, Angostura Bitters, Blood Orange, Ruby Port, Amaro Montenegro, Vodka","Garnish with, Dash, 1 tsp, 1 oz, 1 oz, 1 oz"
782,Spice 75,"Garnish withOrange spiral, 6 clChampagne, 90 mlLime Juice, 20 clRum, 1 tblspAllspice, 60 mlSugar","Orange spiral, Champagne, Lime Juice, Rum, Allspice, Sugar","Garnish with, 6 cl, 90 ml, 20 cl, 1 tblsp, 60 ml"
783,Snowball,"cubesIce, 1 slice Lemon, 8-10 oz cold Lemonade, 1 1/2 oz Advocaat","Ice, Lemon, Lemonade, Advocaat","cubes, 1 slice , 8-10 oz cold , 1 1/2 oz "
784,Shot-gun,"1 oz Wild Turkey, 1 part Jack Daniels, 1 part Jim Beam","Wild Turkey, Jack Daniels, Jim Beam","1 oz , 1 part , 1 part "
785,Salty Dog,"1/4 tsp Salt, 1 1/2 oz Gin, 5 oz Grapefruit juice","Salt, Gin, Grapefruit juice","1/4 tsp , 1 1/2 oz , 5 oz "
786,Stone Sour,"1 oz Sweet and sour, 1 oz Orange juice, 1 oz Apricot brandy","Sweet and sour, Orange juice, Apricot brandy","1 oz , 1 oz , 1 oz "
787,Sea breeze,"1 oz Grapefruit juice, 4 oz Cranberry juice, 1 1/2 oz Vodka","Grapefruit juice, Cranberry juice, Vodka","1 oz , 4 oz , 1 1/2 oz "
788,Scotch Sour,"1 Cherry, 1/2 slice Lemon, 1/2 tsp Powdered sugar, Juice of 1/2 Lime, 1 1/2 oz Scotch","Cherry, Lemon, Powdered sugar, Lime, Scotch","1 , 1/2 slice , 1/2 tsp , Juice of 1/2 , 1 1/2 oz "
789,Sweet Tooth,"NoneMilk, 2 shots Godiva liqueur","Milk, Godiva liqueur",2 shots 
790,Screwdriver,"NoneOrange juice, 2 oz Vodka","Orange juice, Vodka",2 oz 
791,Sherry Flip,"NoneNutmeg, 1 whole Egg, 1 tsp Powdered sugar, 2 tsp Light cream, 1 1/2 oz cream Sherry","Nutmeg, Egg, Powdered sugar, Light cream, Sherry","1 whole , 1 tsp , 2 tsp , 1 1/2 oz cream "
792,Sol Y Sombra,"1 1/2 oz Anisette, 1 1/2 oz Brandy","Anisette, Brandy","1 1/2 oz , 1 1/2 oz "
793,Shark Attack,"1 1/2 cup Vodka, 3 cans Water, 1 can Lemonade","Vodka, Water, Lemonade","1 1/2 cup , 3 cans , 1 can "
794,San Francisco,"NoneOrange juice, NoneGrenadine, 2 cl Creme de Banane, 2 cl Vodka","Orange juice, Grenadine, Creme de Banane, Vodka","2 cl , 2 cl "
795,Space Odyssey,"NoneCherries, NoneGrenadine, NoneOrange juice, 1 shot Pineapple juice, 1 shot Malibu rum, 1 shot Bacardi 151 proof rum","Cherries, Grenadine, Orange juice, Pineapple juice, Malibu rum, 151 proof rum","1 shot , 1 shot , 1 shot Bacardi "
796,Sherry Eggnog,"NoneNutmeg, NoneMilk, 1 whole Egg, 1 tsp Powdered sugar, 2 oz cream Sherry","Nutmeg, Milk, Egg, Powdered sugar, Sherry","1 whole , 1 tsp , 2 oz cream "
797,Sweet Bananas,"1 tblsp Honey, 1 Banana, 2 cups Milk","Honey, Banana, Milk","1 tblsp , 1 , 2 cups "
798,Sweet Sangria,"NoneFresca, NoneLemon,  wedges
Lime,  wedges
Orange, 1 cupApple, 2 cups hot Water, 1 cup Sugar, 2 bottles Red wine","Fresca, Lemon, Lime, Orange, Apple, Water, Sugar, Red wine"," wedges
,  wedges
, 1 cup, 2 cups hot , 1 cup , 2 bottles "
799,Thriller,"1 oz Orange juice, 1 oz Green Ginger Wine, 1 1/2 oz Scotch","Orange juice, Wine, Scotch","1 oz , 1 oz Green Ginger , 1 1/2 oz "
800,The Galah,"TopLime Juice, TopPineapple Juice, 1/2 shotCreme De Banane, 1 shotCampari, 1 shotDark Rum","Lime Juice, Pineapple Juice, Creme De Banane, Campari, Dark Rum","Top, Top, 1/2 shot, 1 shot, 1 shot"
801,Tia-Maria,"4 tsp Vanilla extract, 1 cup Rum, 4 tsp Coffee, 3/4-1 cup Brown sugar, 1 cup Water","Vanilla extract, Rum, Coffee, Brown sugar, Water","4 tsp , 1 cup , 4 tsp , 3/4-1 cup , 1 cup "
802,Tipperary,"1/2 ozGreen Chartreuse, 1 ozSweet Vermouth, 2 ozIrish Whiskey","Green Chartreuse, Sweet Vermouth, Irish Whiskey","1/2 oz, 1 oz, 2 oz"
803,Turkeyball,"1 splash Pineapple juice, 3/4 oz Amaretto, 1 oz Wild Turkey","Pineapple juice, Amaretto, Wild Turkey","1 splash , 3/4 oz , 1 oz "
804,Texas Sling,"1 oz Cream, 1/2 oz Bacardi 151 proof rum, 1/2 oz Amaretto, 1/2 oz Irish cream, 1/2 oz Kahlua","Cream, 151 proof rum, Amaretto, Irish cream, Kahlua","1 oz , 1/2 oz Bacardi , 1/2 oz , 1/2 oz , 1/2 oz "
805,Thai Coffee,"NoneIce, NoneWhipping cream, NoneSugar, 4-5 whole green Cardamom, 1/4 tsp Coriander, 6 tblsp groundCoffee","Ice, Whipping cream, Sugar, Cardamom, Coriander, Coffee","4-5 whole green , 1/4 tsp , 6 tblsp ground"
806,Tom Collins,"1 Orange, 1 Maraschino cherry, 3 oz Club soda, 1 tsp superfine Sugar, 1 oz Lemon juice, 2 oz Gin","Orange, Maraschino cherry, Club soda, Sugar, Lemon juice, Gin","1 , 1 , 3 oz , 1 tsp superfine , 1 oz , 2 oz "
807,Tomato Tang,"1 dash Celery salt, 1-2 tblsp Lemon juice, 2 cups Tomato juice","Celery salt, Lemon juice, Tomato juice","1 dash , 1-2 tblsp , 2 cups "
808,Talos Coffee,"1 part Coffee, 3 parts Grand Marnier","Coffee, Grand Marnier","1 part , 3 parts "
809,Tennesee Mud,"NoneWhipped cream, 4 oz Amaretto, 4 oz Jack Daniels, 8 oz Coffee","Whipped cream, Amaretto, Jack Daniels, Coffee","4 oz , 4 oz , 8 oz "
810,Tequila Fizz,"NoneGinger ale, 1 Egg white, 3/4 oz Grenadine, 1 tblsp Lemon juice, 2 oz Tequila","Ginger ale, Egg white, Grenadine, Lemon juice, Tequila","1 , 3/4 oz , 1 tblsp , 2 oz "
811,Tequila Sour,"1 Cherry, 1/2 slice Lemon, 1 tsp Powdered sugar, Juice of 1/2 Lemon, 2 oz Tequila","Cherry, Lemon, Powdered sugar, Lemon, Tequila","1 , 1/2 slice , 1 tsp , Juice of 1/2 , 2 oz "
812,Thai Iced Tea,"garnishMint, cubesIce, 2 tsp sweetened Condensed milk, 1/2 cup boiling Water, 1/4 cup Thai Tea","Mint, Ice, Condensed milk, Water, Tea","garnish, cubes, 2 tsp sweetened , 1/2 cup boiling , 1/4 cup Thai "
813,The Last Word,"1 ozGin, 1 ozLime Juice, 1 ozMaraschino Liqueur, 1 ozGreen Chartreuse","Gin, Lime Juice, Maraschino Liqueur, Green Chartreuse","1 oz, 1 oz, 1 oz, 1 oz"
814,Turf Cocktail,"Twist of Orange peel, 2 dashes Bitters, 1/4 tsp Anis, 1 oz Gin, 1 oz Dry Vermouth","Orange peel, Bitters, Anis, Gin, Dry Vermouth","Twist of , 2 dashes , 1/4 tsp , 1 oz , 1 oz "
815,The Laverstoke,"1 Large SprigMint, 1 SliceGinger, 2 WedgesLime, 75 mlTonic Water, 15 mlRosso Vermouth, 15 mlElderflower cordial, 50 mlGin","Mint, Ginger, Lime, Tonic Water, Rosso Vermouth, Elderflower cordial, Gin","1 Large Sprig, 1 Slice, 2 Wedges, 75 ml, 15 ml, 15 ml, 50 ml"
816,Tequila Slammer,"1 part7-up, 1 shotTequila","7-up, Tequila","1 part, 1 shot"
817,Tequila Sunrise,"NoneGrenadine, NoneOrange juice, 2 measures Tequila","Grenadine, Orange juice, Tequila",2 measures 
818,The Philosopher,"TopProsecco, 1 dashLemon Juice, 1 dashOrange Bitters, 1 shotMelon Liqueur, 1 shotGin","Prosecco, Lemon Juice, Orange Bitters, Melon Liqueur, Gin","Top, 1 dash, 1 dash, 1 shot, 1 shot"
819,Tuxedo Cocktail,"1 Cherry, 2 dashes Orange bitters, 1/4 tsp Anis, 1/4 tsp Maraschino liqueur, 1 1/2 oz Gin, 1 1/2 oz Dry Vermouth","Cherry, Orange bitters, Anis, Maraschino liqueur, Gin, Dry Vermouth","1 , 2 dashes , 1/4 tsp , 1/4 tsp , 1 1/2 oz , 1 1/2 oz "
820,Tequila Surprise,"About 8 drops Tabasco sauce, full glass Tequila","Tabasco sauce, Tequila","About 8 drops , full glass "
821,Thai Iced Coffee,"NoneCardamom,  pods
Cream, NoneSugar, blackCoffee","Cardamom, Cream, Sugar, Coffee",black
822,The Jimmy Conway,"4 ozCranberry Juice, 50 mlAmaretto, 50 mlIrish Whiskey","Cranberry Juice, Amaretto, Irish Whiskey","4 oz, 50 ml, 50 ml"
823,Texas Rattlesnake,"1 splash Sweet and sour, 1 part Southern Comfort, 1/2 part Cherry brandy, 1 part Yukon Jack","Sweet and sour, Southern Comfort, Cherry brandy, Yukon Jack","1 splash , 1 part , 1/2 part , 1 part "
824,Vesper,"0.75 clLillet Blanc, 1.5 clVodka, 6 clGin","Lillet Blanc, Vodka, Gin","0.75 cl, 1.5 cl, 6 cl"
825,Victor,"1/2 oz Brandy, 1/2 oz Sweet Vermouth, 1 1/2 oz Gin","Brandy, Sweet Vermouth, Gin","1/2 oz , 1/2 oz , 1 1/2 oz "
826,Vampiro,"1 pinchSalt, 1 dashSugar Syrup, 1.5 clLime Juice, 3 clOrange Juice, 3 clTomato Juice, 6 clTequila","Salt, Sugar Syrup, Lime Juice, Orange Juice, Tomato Juice, Tequila","1 pinch, 1 dash, 1.5 cl, 3 cl, 3 cl, 6 cl"
827,Vesuvio,"1 Egg white, 1 tsp Powdered sugar, Juice of 1/2 Lemon, 1/2 oz Sweet Vermouth, 1 oz Light rum","Egg white, Powdered sugar, Lemon, Sweet Vermouth, Light rum","1 , 1 tsp , Juice of 1/2 , 1/2 oz , 1 oz "
828,Veteran,"1/2 oz Cherry brandy, 2 oz Dark rum","Cherry brandy, Dark rum","1/2 oz , 2 oz "
829,Van Vleet,"1 oz Lemon juice, 1 oz Maple syrup, 3 oz Light rum","Lemon juice, Maple syrup, Light rum","1 oz , 1 oz , 3 oz "
830,Vodka Fizz,"NoneNutmeg, NoneIce, 2 oz Limeade, 2 oz Half-and-half, 2 oz Vodka","Nutmeg, Ice, Limeade, Half-and-half, Vodka","2 oz , 2 oz , 2 oz "
831,Vodka Lemon,"cubesIce, 1 SliceLemon Peel, 7 clLemon Juice, 5 clVodka","Ice, Lemon Peel, Lemon Juice, Vodka","cubes, 1 Slice, 7 cl, 5 cl"
832,Vodka Slime,"1 1/2 shotVodka, 1/2 shotLime Juice, 1 cupSprite","Vodka, Lime Juice, Sprite","1 1/2 shot, 1/2 shot, 1 cup"
833,Vodka Tonic,"1 SliceLemon Peel, 10 clTonic Water, 4 clVodka","Lemon Peel, Tonic Water, Vodka","1 Slice, 10 cl, 4 cl"
834,Vodka Martini,"1 Olive, 3/4 oz Dry Vermouth, 1 1/2 oz Vodka","Olive, Dry Vermouth, Vodka","1 , 3/4 oz , 1 1/2 oz "
835,Vodka Russian,"NoneSchweppes Russchian, 2 oz Vodka","Schweppes Russchian, Vodka",2 oz 
836,Vermouth Cassis,"NoneCarbonated water, 3/4 oz Creme de Cassis, 1 1/2 oz Dry Vermouth","Carbonated water, Creme de Cassis, Dry Vermouth","3/4 oz , 1 1/2 oz "
837,Victory Collins,"1 slice Orange, 1 tsp Powdered sugar, 3 oz unsweetened Grape juice, 3 oz Lemon juice, 1 1/2 oz Vodka","Orange, Powdered sugar, Grape juice, Lemon juice, Vodka","1 slice , 1 tsp , 3 oz unsweetened , 3 oz , 1 1/2 oz "
838,Vodka And Tonic,"NoneTonic water, 2 oz Vodka","Tonic water, Vodka",2 oz 
839,Valencia Cocktail,"2 dashes Orange bitters, 1 tblsp Orange juice, 1 1/2 oz Apricot brandy","Orange bitters, Orange juice, Apricot brandy","2 dashes , 1 tblsp , 1 1/2 oz "
840,Whisky Mac,"1 oz Green Ginger Wine, 1 1/2 oz Scotch","Wine, Scotch","1 oz Green Ginger , 1 1/2 oz "
841,White Lady,"2clLemon Juice, 3clTriple Sec, 4clGin","Lemon Juice, Triple Sec, Gin","2cl, 3cl, 4cl"
842,Wine Punch,"1 cup Pineapple juice, 3 Orange, 1 cup Orange juice, 2 Lemon, 1 bottle Red wine","Pineapple juice, Orange, Orange juice, Lemon, Red wine","1 cup , 3 , 1 cup , 2 , 1 bottle "
843,Wine Cooler,"cubesIce, 5 oz Lemon-lime soda, 2 oz white or Red wine","Ice, Lemon-lime soda, Red wine","cubes, 5 oz , 2 oz white or "
844,Winter Rita,"DashSalt, 1/2 ozRosemary Syrup, 1/2 ozOrange Juice, 3/4 ozLime Juice, 1/4 ozCampari, 1 2/3 ozTequila","Salt, Rosemary Syrup, Orange Juice, Lime Juice, Campari, Tequila","Dash, 1/2 oz, 1/2 oz, 3/4 oz, 1/4 oz, 1 2/3 oz"
845,Whiskey Sour,"1/2 slice Lemon, 1 Cherry, 1/2 tsp Powdered sugar, Juice of 1/2 Lemon, 2 oz Blended whiskey","Lemon, Cherry, Powdered sugar, Lemon, Blended whiskey","1/2 slice , 1 , 1/2 tsp , Juice of 1/2 , 2 oz "
846,White Russian,"NoneLight cream, 1 oz Coffee liqueur, 2 oz Vodka","Light cream, Coffee liqueur, Vodka","1 oz , 2 oz "
847,Winter Paloma,"DashPepper, 1 tspAgave Syrup, Juice of 1Lime Juice, TopGrapefruit Juice, 2 shotsTequila","Pepper, Agave Syrup, Lime Juice, Grapefruit Juice, Tequila","Dash, 1 tsp, Juice of 1, Top, 2 shots"
848,White Wine Sangria,"TopSoda Water, 3 shotsApple Brandy, 1 cupApple, 1 cupStrawberries, 750 mlWhite Wine, 1lemon, 1Lime","Soda Water, Apple Brandy, Apple, Strawberries, White Wine, lemon, Lime","Top, 3 shots, 1 cup, 1 cup, 750 ml, 1, 1"
849,Whitecap Margarita,"3 tblsp fresh Lime juice, 1/4 cup Cream of coconut, 2 oz Tequila, 1 cup Ice","Lime juice, Cream of coconut, Tequila, Ice","3 tblsp fresh , 1/4 cup , 2 oz , 1 cup "
850,Waikiki Beachcomber,"1 tblsp Pineapple juice, 3/4 oz Gin, 3/4 oz Triple sec","Pineapple juice, Gin, Triple sec","1 tblsp , 3/4 oz , 3/4 oz "
851,Yellow Bird,"1.5 clLime Juice, 1.5 clTriple Sec, 1.5 clGalliano, 3 clWhite Rum","Lime Juice, Triple Sec, Galliano, White Rum","1.5 cl, 1.5 cl, 1.5 cl, 3 cl"
852,Yoghurt Cooler,"NoneIce, 1 cup Fruit, 1 cup Yoghurt","Ice, Fruit, Yoghurt","1 cup , 1 cup "
853,Zorro,"2 cl White Creme de Menthe, 2 cl Baileys irish cream, 2 cl Sambuca","White Creme de Menthe, Baileys irish cream, Sambuca","2 cl , 2 cl , 2 cl "
854,Zinger,"4 shots Surge, 4 shots Peachtree schnapps","Surge, Peachtree schnapps","4 shots , 4 shots "
855,Zoksel,"NoneLemon, NoneCreme de Cassis, None7-Up,  slice
Coca-Cola, NoneLemonade, NoneRoot beer, NoneBeer","Lemon, Creme de Cassis, 7-Up, Coca-Cola, Lemonade, Root beer, Beer",
856,Zombie,"1 dropAngostura Bitters, 1 tspLime Juice, 1 tspGrenadine, 1 tspPernod, 1 oz151 proof rum, 1 1/2 ozGold rum, 1 1/2 ozRum","Angostura Bitters, Lime Juice, Grenadine, Pernod, 151 proof rum, Gold rum, Rum","1 drop, 1 tsp, 1 tsp, 1 tsp, 1 oz, 1 1/2 oz, 1 1/2 oz"
857,Zambeer,"cubesIce, Add 10 oz Root beer, 1 1/2 oz Sambuca","Ice, Root beer, Sambuca","cubes, Add 10 oz , 1 1/2 oz "
858,Zorbatini,"1/4 oz Ouzo, 1 1/4 oz Stoli Vodka","Ouzo, Vodka","1/4 oz , 1 1/4 oz Stoli "
859,Zenmeister,"1/2 oz Root beer, 1/2 oz Jägermeister","Root beer, Jägermeister","1/2 oz , 1/2 oz "
860,Zipperhead,"Fill with Soda water, 1 shot Vodka, 1 shot Chambord raspberry liqueur","Soda water, Vodka, Chambord raspberry liqueur","Fill with , 1 shot , 1 shot "
861,Zima Blaster,"3 oz Chambord raspberry liqueur, 12 oz Zima","Chambord raspberry liqueur, Zima","3 oz , 12 oz "
862,Zizi Coin-coin," or lime
Lemon, cubesIce, 2 cl Lemon juice, 5 cl Cointreau","Lemon, Ice, Lemon juice, Cointreau"," or lime
, cubes, 2 cl , 5 cl "
863,Zimadori Zinger,"12 oz Zima, 1.5 oz Midori melon liqueur","Zima, Midori melon liqueur","12 oz , 1.5 oz "
864,Zippy's Revenge,"4 oz Grape Kool-Aid, 2 oz Rum, 2 oz Amaretto","Kool-Aid, Rum, Amaretto","4 oz Grape , 2 oz , 2 oz "
865,Ziemes Martini Apfelsaft,"16 cl Apple juice, 4 cl Vermouth","Apple juice, Vermouth","16 cl , 4 cl "
866,GG,"NoneIce, NoneGinger ale, 2 1/2 shots Galliano","Ice, Ginger ale, Galliano",2 1/2 shots 
867,A1,"1/8 ShotGrenadine, 1/4 ShotLemon Juice, 1 Shot Grand Marnier, 1 3/4 shot Gin","Grenadine, Lemon Juice, Grand Marnier, Gin","1/8 Shot, 1/4 Shot, 1 Shot , 1 3/4 shot "
868,ABC,"1/3 Cognac, 1/3 Baileys irish cream, 1/3 Amaretto","Cognac, Baileys irish cream, Amaretto","1/3 , 1/3 , 1/3 "
869,Kir,"5 parts Champagne, 1 part Creme de Cassis","Champagne, Creme de Cassis","5 parts , 1 part "
870,747,"1/3 part Frangelico, 1/3 part Baileys irish cream, 1/3 part Kahlua","Frangelico, Baileys irish cream, Kahlua","1/3 part , 1/3 part , 1/3 part "
871,252,"1/2 shot Wild Turkey, 1/2 shot Bacardi 151 proof rum","Wild Turkey, 151 proof rum","1/2 shot , 1/2 shot Bacardi "
872,Ace,"1/2 FreshEgg White, 1/2 shotMilk, 1/2 shot Heavy cream, 1/2 shot Grenadine, 2 shots Gin","Egg White, Milk, Heavy cream, Grenadine, Gin","1/2 Fresh, 1/2 shot, 1/2 shot , 1/2 shot , 2 shots "
873,Adam,"1 tsp Grenadine, 1 oz Lemon juice, 2 oz Dark rum","Grenadine, Lemon juice, Dark rum","1 tsp , 1 oz , 2 oz "
874,B-53,"1/3 shot Grand Marnier, 1/3 shot Sambuca, 1/3 shot Kahlua","Grand Marnier, Sambuca, Kahlua","1/3 shot , 1/3 shot , 1/3 shot "
875,AT&T,"4 oz Tonic water, 1 oz Gin, 1 oz Absolut Vodka","Tonic water, Gin, Absolut Vodka","4 oz , 1 oz , 1 oz "
876,ACID,"1 oz Wild Turkey, 1 oz Bacardi 151 proof rum","Wild Turkey, 151 proof rum","1 oz , 1 oz Bacardi "
877,B-52,"1/4 Kahlua, 1/3 Grand Marnier, 1/3 Baileys irish cream","Kahlua, Grand Marnier, Baileys irish cream","1/4 , 1/3 , 1/3 "
878,H.D.,"NoneCoffee, 8 cl Baileys irish cream, 4 cl Whisky","Coffee, Baileys irish cream, Whisky","8 cl , 4 cl "
879,Smut,"1/3 part Orange juice, 1/3 part Pepsi Cola, 1 shot Peach schnapps, 1/3 part Red wine","Orange juice, Pepsi Cola, Peach schnapps, Red wine","1/3 part , 1/3 part , 1 shot , 1/3 part "
880,Rose,"NonePowdered sugar, 1 tsp Grenadine, 1/2 tsp Lemon juice, 1/2 oz Apricot brandy, 1 oz Gin, 1/2 oz Dry Vermouth","Powdered sugar, Grenadine, Lemon juice, Apricot brandy, Gin, Dry Vermouth","1 tsp , 1/2 tsp , 1/2 oz , 1 oz , 1/2 oz "
881,A. J.,"1 oz Grapefruit juice, 1 1/2 oz Applejack","Grapefruit juice, Applejack","1 oz , 1 1/2 oz "
882,Derby,"2 Fresh leavesMint, 2 dashesPeach Bitters, 6 clgin","Mint, Peach Bitters, gin","2 Fresh leaves, 2 dashes, 6 cl"
883,Karsk,"2 parts Grain alcohol, 1 part Coffee","Grain alcohol, Coffee","2 parts , 1 part "
884,Melya,"NoneCocoa powder, Unsweetened Honey, NoneEspresso","Cocoa powder, Honey, Espresso",
885,50/50,"Fill with Orange juice, 1 splash Grand Marnier, 2 1/2 oz Vanilla vodka","Orange juice, Grand Marnier, Vanilla vodka","Fill with , 1 splash , 2 1/2 oz "
886,Zorro,"2 cl White Creme de Menthe, 2 cl Baileys irish cream, 2 cl Sambuca","White Creme de Menthe, Baileys irish cream, Sambuca","2 cl , 2 cl , 2 cl "
887,Bijou,"1 ozSweet Vermouth, 1 ozGin, 1 ozGreen Chartreuse, 1 dashOrange Bitters","Sweet Vermouth, Gin, Green Chartreuse, Orange Bitters","1 oz, 1 oz, 1 oz, 1 dash"
888,Affair,"NoneClub soda, 2 oz Cranberry juice, 2 oz Orange juice, 2 oz Strawberry schnapps","Club soda, Cranberry juice, Orange juice, Strawberry schnapps","2 oz , 2 oz , 2 oz "
889,Boxcar,"1 Egg white, 1/2 tsp Grenadine, 1 tsp Lemon juice, 1 oz Triple sec, 1 1/2 oz Gin","Egg white, Grenadine, Lemon juice, Triple sec, Gin","1 , 1/2 tsp , 1 tsp , 1 oz , 1 1/2 oz "
890,Orgasm,"1 oz Light cream, 1/2 oz Vodka, 1/2 oz Triple sec, 1/2 oz Amaretto, 1/2 oz white Creme de Cacao","Light cream, Vodka, Triple sec, Amaretto, Creme de Cacao","1 oz , 1/2 oz , 1/2 oz , 1/2 oz , 1/2 oz white "
891,GG,"NoneIce, NoneGinger ale, 2 1/2 shots Galliano","Ice, Ginger ale, Galliano",2 1/2 shots 
892,A1,"1/8 ShotGrenadine, 1/4 ShotLemon Juice, 1 Shot Grand Marnier, 1 3/4 shot Gin","Grenadine, Lemon Juice, Grand Marnier, Gin","1/8 Shot, 1/4 Shot, 1 Shot , 1 3/4 shot "
893,ABC,"1/3 Cognac, 1/3 Baileys irish cream, 1/3 Amaretto","Cognac, Baileys irish cream, Amaretto","1/3 , 1/3 , 1/3 "
894,Kir,"5 parts Champagne, 1 part Creme de Cassis","Champagne, Creme de Cassis","5 parts , 1 part "
895,747,"1/3 part Frangelico, 1/3 part Baileys irish cream, 1/3 part Kahlua","Frangelico, Baileys irish cream, Kahlua","1/3 part , 1/3 part , 1/3 part "
896,252,"1/2 shot Wild Turkey, 1/2 shot Bacardi 151 proof rum","Wild Turkey, 151 proof rum","1/2 shot , 1/2 shot Bacardi "
897,Ace,"1/2 FreshEgg White, 1/2 shotMilk, 1/2 shot Heavy cream, 1/2 shot Grenadine, 2 shots Gin","Egg White, Milk, Heavy cream, Grenadine, Gin","1/2 Fresh, 1/2 shot, 1/2 shot , 1/2 shot , 2 shots "
898,Adam,"1 tsp Grenadine, 1 oz Lemon juice, 2 oz Dark rum","Grenadine, Lemon juice, Dark rum","1 tsp , 1 oz , 2 oz "
899,B-53,"1/3 shot Grand Marnier, 1/3 shot Sambuca, 1/3 shot Kahlua","Grand Marnier, Sambuca, Kahlua","1/3 shot , 1/3 shot , 1/3 shot "
900,AT&T,"4 oz Tonic water, 1 oz Gin, 1 oz Absolut Vodka","Tonic water, Gin, Absolut Vodka","4 oz , 1 oz , 1 oz "
901,ACID,"1 oz Wild Turkey, 1 oz Bacardi 151 proof rum","Wild Turkey, 151 proof rum","1 oz , 1 oz Bacardi "
902,B-52,"1/4 Kahlua, 1/3 Grand Marnier, 1/3 Baileys irish cream","Kahlua, Grand Marnier, Baileys irish cream","1/4 , 1/3 , 1/3 "
903,H.D.,"NoneCoffee, 8 cl Baileys irish cream, 4 cl Whisky","Coffee, Baileys irish cream, Whisky","8 cl , 4 cl "
904,Smut,"1/3 part Orange juice, 1/3 part Pepsi Cola, 1 shot Peach schnapps, 1/3 part Red wine","Orange juice, Pepsi Cola, Peach schnapps, Red wine","1/3 part , 1/3 part , 1 shot , 1/3 part "
905,Rose,"NonePowdered sugar, 1 tsp Grenadine, 1/2 tsp Lemon juice, 1/2 oz Apricot brandy, 1 oz Gin, 1/2 oz Dry Vermouth","Powdered sugar, Grenadine, Lemon juice, Apricot brandy, Gin, Dry Vermouth","1 tsp , 1/2 tsp , 1/2 oz , 1 oz , 1/2 oz "
906,A. J.,"1 oz Grapefruit juice, 1 1/2 oz Applejack","Grapefruit juice, Applejack","1 oz , 1 1/2 oz "
907,Derby,"2 Fresh leavesMint, 2 dashesPeach Bitters, 6 clgin","Mint, Peach Bitters, gin","2 Fresh leaves, 2 dashes, 6 cl"
908,Karsk,"2 parts Grain alcohol, 1 part Coffee","Grain alcohol, Coffee","2 parts , 1 part "
909,Melya,"NoneCocoa powder, Unsweetened Honey, NoneEspresso","Cocoa powder, Honey, Espresso",
910,50/50,"Fill with Orange juice, 1 splash Grand Marnier, 2 1/2 oz Vanilla vodka","Orange juice, Grand Marnier, Vanilla vodka","Fill with , 1 splash , 2 1/2 oz "
911,Zorro,"2 cl White Creme de Menthe, 2 cl Baileys irish cream, 2 cl Sambuca","White Creme de Menthe, Baileys irish cream, Sambuca","2 cl , 2 cl , 2 cl "
912,Bijou,"1 ozSweet Vermouth, 1 ozGin, 1 ozGreen Chartreuse, 1 dashOrange Bitters","Sweet Vermouth, Gin, Green Chartreuse, Orange Bitters","1 oz, 1 oz, 1 oz, 1 dash"
913,Affair,"NoneClub soda, 2 oz Cranberry juice, 2 oz Orange juice, 2 oz Strawberry schnapps","Club soda, Cranberry juice, Orange juice, Strawberry schnapps","2 oz , 2 oz , 2 oz "
914,Boxcar,"1 Egg white, 1/2 tsp Grenadine, 1 tsp Lemon juice, 1 oz Triple sec, 1 1/2 oz Gin","Egg white, Grenadine, Lemon juice, Triple sec, Gin","1 , 1/2 tsp , 1 tsp , 1 oz , 1 1/2 oz "
915,Orgasm,"1 oz Light cream, 1/2 oz Vodka, 1/2 oz Triple sec, 1/2 oz Amaretto, 1/2 oz white Creme de Cacao","Light cream, Vodka, Triple sec, Amaretto, Creme de Cacao","1 oz , 1/2 oz , 1/2 oz , 1/2 oz , 1/2 oz white "
